count_id;track_id;class;speed_kmh;accel_avg_mps2;vel_1_mps;vel_2_mps;vsp_kw_ton;vkt_km;tier1_co2_g;diff_co2_pct;e2_co2_g;e2_nox_g;e2_fuel_g;e2_hc_g;e2_co_g;e2_pm25_g;e5_co2_g;e5_nox_g;e5_fuel_g;e5_hc_g;e5_co_g;e5_pm25_g
4031;24716;PC;67.3;-0.229;0.0;0.0;4.07;0.07531;12.8;-46.1;6.9;0.0034;2.26;0.0024;0.0174;9,00E-05;6.21;0.0014;2.03;0.0012;0.0104;1,00E-05
4032;24743;MBT;90.5;-0.647;0.0;0.0;5.97;0.07531;20.41;-62.1;7.73;0.0037;2.53;0.0028;0.0198;0.00013;6.95;0.0015;2.28;0.0014;0.0119;1,00E-05
4033;24714;PC;73.0;-0.104;0.0;0.0;4.81;0.07531;12.8;-44.0;7.17;0.0037;2.35;0.0024;0.0178;7,00E-05;6.45;0.0015;2.11;0.0012;0.0107;1,00E-05
4034;24729;PC;64.3;0.102;0.0;0.0;6.48;0.07531;12.8;-23.5;9.79;0.0053;3.21;0.0032;0.0237;3,00E-05;8.81;0.0021;2.89;0.0016;0.0142;0.0
4035;24734;PC;65.6;-0.442;0.0;0.0;3.16;0.07531;12.8;-52.5;6.08;0.0028;1.99;0.0022;0.0157;0.00011;5.47;0.0011;1.79;0.0011;0.0094;1,00E-05
4036;24745;PC;67.9;-0.129;0.0;0.0;4.65;0.07531;12.8;-38.2;7.91;0.004;2.59;0.0027;0.0198;9,00E-05;7.12;0.0016;2.33;0.0014;0.0119;1,00E-05
4037;24753;PC;73.7;0.225;0.0;0.0;9.93;0.07531;12.8;7.2;13.72;0.0075;4.49;0.0045;0.033;4,00E-05;12.35;0.003;4.04;0.0023;0.0198;0.0
4038;24730;LCV;65.5;-0.717;0.0;0.0;2.48;0.07531;20.18;-68.2;6.41;0.0034;2.05;0.0026;0.0163;0.00035;5.77;0.0019;1.85;0.0016;0.0105;3,00E-05
4039;24747;PC;68.5;-0.733;0.0;0.0;2.63;0.07531;12.8;-51.3;6.23;0.0026;2.04;0.0024;0.0167;0.00017;5.61;0.0011;1.84;0.0012;0.01;2,00E-05
4040;24777;PC;73.2;0.123;0.0;0.0;8.33;0.07531;12.8;-6.7;11.95;0.0064;3.91;0.004;0.0289;5,00E-05;10.75;0.0026;3.52;0.002;0.0174;0.0
4041;24766;PC;63.8;-0.26;0.0;0.0;3.08;0.07531;12.8;-49.2;6.5;0.0029;2.13;0.0024;0.0171;0.00015;5.85;0.0012;1.92;0.0012;0.0103;2,00E-05
4042;24762;PC;59.5;-0.153;0.0;0.0;2.91;0.07531;12.8;-50.8;6.3;0.0027;2.06;0.0024;0.0167;0.00016;5.67;0.0011;1.86;0.0012;0.01;2,00E-05
4043;24775;PC;61.4;0.181;0.0;0.0;6.8;0.07531;12.8;-8.5;11.72;0.0063;3.84;0.0039;0.0284;5,00E-05;10.55;0.0025;3.45;0.0019;0.017;0.0
4044;24792;PC;81.4;0.876;0.0;0.0;24.9;0.07531;12.8;184.2;36.39;0.0198;11.91;0.0119;0.0875;9,00E-05;32.75;0.0079;10.72;0.006;0.0525;1,00E-05
4045;24750;SUV;48.6;-1.009;0.0;0.0;6.88;0.07531;16.19;-8.5;14.82;0.0133;4.73;0.007;0.0327;0.00138;13.34;0.0084;4.26;0.0043;0.0209;0.00014
4046;24827;PC;109.6;0.797;0.0;0.0;22.54;0.07531;12.8;181.4;36.03;0.0196;11.8;0.0118;0.0867;0.0001;32.42;0.0078;10.62;0.0059;0.052;1,00E-05
4047;24786;MBT;81.8;-0.189;0.0;0.0;5.55;0.07531;20.41;-63.5;7.46;0.0038;2.44;0.0026;0.0186;8,00E-05;6.71;0.0015;2.2;0.0013;0.0111;1,00E-05
4048;24848;LCV;47.2;0.198;0.0;0.0;3.31;0.07531;20.18;-1.6;19.86;0.0156;6.37;0.0086;0.0445;0.00146;17.88;0.0094;5.73;0.0052;0.0283;0.00015
4049;24807;PC;58.1;-0.55;0.0;0.0;1.87;0.07531;12.8;-57.7;5.42;0.0021;1.77;0.0022;0.015;0.0002;4.88;0.0008;1.6;0.0011;0.009;2,00E-05
4050;24805;SUV;75.1;-0.369;0.0;0.0;4.9;0.07531;16.19;-42.3;9.34;0.0049;3.06;0.0035;0.0246;0.00015;8.41;0.002;2.75;0.0017;0.0148;1,00E-05
4051;24799;PC;82.6;-0.876;0.0;0.0;2.93;0.07531;12.8;-55.1;5.74;0.0024;1.88;0.0022;0.0154;0.00016;5.17;0.001;1.69;0.0011;0.0093;2,00E-05
4052;24806;MBT;69.5;-1.266;0.0;0.0;2.42;0.07531;20.41;-70.7;5.99;0.0023;1.96;0.0024;0.0165;0.00021;5.39;0.0009;1.76;0.0012;0.0099;2,00E-05
4053;24754;LCV;58.3;0.064;0.0;0.0;4.9;0.07531;20.18;-51.4;9.82;0.0066;3.18;0.0037;0.0228;0.00037;8.83;0.0034;2.87;0.0021;0.014;4,00E-05
4054;24833;MBT;78.2;0.098;0.0;0.0;9.87;0.07531;20.41;-38.2;12.62;0.0066;4.13;0.0043;0.031;9,00E-05;11.35;0.0026;3.72;0.0021;0.0186;1,00E-05
4055;24790;PC;64.3;0.166;0.0;0.0;6.99;0.07531;12.8;-13.2;11.12;0.0061;3.64;0.0036;0.0267;3,00E-05;10.0;0.0024;3.28;0.0018;0.016;0.0
4056;24809;PC;73.4;-0.297;0.0;0.0;4.99;0.07531;12.8;-40.7;7.6;0.0035;2.49;0.0028;0.0197;0.00015;6.84;0.0014;2.24;0.0014;0.0118;2,00E-05
4057;24854;PC;71.0;0.395;0.0;0.0;13.11;0.07531;12.8;44.7;18.52;0.0101;6.06;0.0061;0.0445;4,00E-05;16.67;0.004;5.46;0.003;0.0267;0.0
4058;24826;PC;75.6;-0.131;0.0;0.0;5.92;0.07531;12.8;-33.4;8.52;0.0043;2.79;0.0029;0.0213;9,00E-05;7.67;0.0017;2.51;0.0015;0.0128;1,00E-05
4059;24834;PC;82.2;-0.069;0.0;0.0;6.73;0.07531;12.8;-32.7;8.61;0.0044;2.82;0.0029;0.0213;8,00E-05;7.75;0.0018;2.54;0.0015;0.0128;1,00E-05
4060;24860;PC;62.1;-0.879;0.0;0.0;7.19;0.07531;12.8;21.8;15.6;0.0143;4.98;0.0074;0.0338;0.00154;14.04;0.0092;4.48;0.0046;0.0217;0.00015
4061;24863;PC;57.5;-0.901;0.0;0.0;6.18;0.07531;12.8;-6.7;11.94;0.0057;3.91;0.0043;0.0306;0.0002;10.75;0.0023;3.52;0.0021;0.0184;2,00E-05
4062;24866;MBT;84.5;-0.078;0.0;0.0;6.99;0.07531;20.41;-58.2;8.54;0.0044;2.79;0.0029;0.0211;8,00E-05;7.68;0.0018;2.52;0.0015;0.0127;1,00E-05
4063;24841;HV;70.5;0.079;0.0;0.0;7.43;0.07531;70.64;-85.6;10.18;0.0055;3.33;0.0034;0.0246;3,00E-05;9.16;0.0022;3.0;0.0017;0.0147;0.0
4064;24850;PC;56.5;-0.681;0.0;0.0;4.0;0.07531;12.8;-2.7;12.46;0.0057;4.08;0.0046;0.0325;0.00026;11.21;0.0023;3.67;0.0023;0.0195;3,00E-05
4065;24836;PC;61.4;0.049;0.0;0.0;6.23;0.07531;12.8;-19.7;10.29;0.0054;3.37;0.0035;0.0254;8,00E-05;9.26;0.0021;3.03;0.0017;0.0152;1,00E-05
